leaf_spots,yellowing,wilting,mold,leaf_curl,discoloration,label
0.25539604426379736,0.5152902928120286,0.0,0.42726261353330786,0.0,0.44512375041825436,banana_healthy
7.491782388314215,2.7104908144577493,2.8070884414432777,7.279858321874259,0.8408395043409117,2.83056483439523,banana_cordana
7.131197932395953,3.3599477625070304,1.3366631390386305,7.395403665129475,0.40780743335957603,6.387138723834322,radish_black_leaf_spot
9.181988726574021,2.7714928627505793,1.2396925814074247,4.712516055892744,0.8939520549683247,8.652827671218917,banana_sigatoka
2.048363119398298,6.062381438115083,0.38879062878019166,0.0,2.366717314958579,5.6132258688483425,groundnut_nutrition_deficiency
2.6872703831957865,0.6426923057973897,2.2794636412935905,1.4473206691316824,7.9121906628806755,3.1295919510222916,chilli_leafcurl
0.4279913363074429,0.5559440424735896,0.0,0.0,0.4805126061992136,0.7980205172615119,radish_healthy
0.4982852552897236,0.0,0.3202398976004119,0.0,0.16202851411078031,0.0,banana_healthy
7.940477676103453,1.3222823823817496,2.7067201973549873,5.667030151180888,1.6548990228894835,5.751894715884874,chilli_anthracnose
8.307172575702525,3.656899709335227,4.502336945415789,7.098988537917125,1.5641893295206206,6.740297546033955,banana_yb_sigatoka
4.065810121857981,3.2951332312958312,1.9387347046879302,5.279022385004244,0.0,3.9220109712328144,groundnut_early_rust
1.1795714178508976,9.238825335315278,1.304900180947127,2.3636195509699554,3.8118585124835405,6.302945034187243,chilli_yellowish
0.0,0.0,0.0078091669748015236,0.4511385868933236,0.0,0.7596419618208844,banana_healthy
7.820283187840573,1.360853146559359,3.4543327824636805,5.313500637480627,0.5568674329045562,4.172066160810702,banana_cordana
5.418269311551954,2.5770897112986746,3.756970927522204,1.366043544004425,8.243305181255508,1.2924300896859924,banana_insectpest
3.005027817467914,3.025998494044276,2.484981251726815,8.095995026292298,2.1458036117827213,2.8530947706128265,cauliflower_downy_mildew
2.054733080081377,5.271550720692123,6.356263400252579,2.4021926798421416,0.5645732471516716,6.1670463726575555,cauliflower_Blackrot
2.918032634185421,7.829009883828802,6.69919215037457,3.452750515009825,3.827896519865863,7.678236647005035,groundnut_nutrition_deficiency
1.0483840078518125,8.289205453212434,2.9545720554583985,1.7503915159546057,4.537933333831024,6.538486193901811,groundnut_nutrition_deficiency
2.6508844474273494,2.117666587903566,3.1376818491179885,3.0552806960647967,3.6933216275550738,1.5676473442709653,radish_flea_beetle
0.0,5.589840308696836,3.647671409202849,0.0,3.721061338609685,7.375549750523499,groundnut_nutrition_deficiency
6.049687545896308,2.630222844656235,2.8482157970550195,3.942016385518787,0.1555687986464851,8.621076722105883,cauliflower_bacterial_spot_rot
10.0,5.595106755496098,3.746980001473874,8.409585727764187,1.6518615620007098,4.000874705611719,groundnut_late_leaf_spot
8.165694090101056,1.7366455552587685,3.063671175519143,7.0383477073623,1.4277482472273972,7.012539044224245,banana_pestalotiopsis
1.3788629621127957,0.3404705216168988,0.0,0.0,0.04586151181349094,0.0,radish_healthy
6.836864961986762,4.012787102543036,3.0788498394045494,6.876428701841424,3.578447756663579,5.8689130430073115,chilli_leafspot
0.0910415566186249,0.18958009623432176,0.0,0.0,0.7710667270447144,0.5797489767868169,radish_healthy
1.0245006006555017,4.241191371189486,6.877139635512721,2.4400956894707084,0.5393503104030606,6.242736489145463,banana_panama
0.0,0.0,0.772643670156846,0.0,0.25353527063324,0.2128972370236221,radish_healthy
4.376355441906203,4.922154270735967,4.249504080860749,3.1831380599776655,2.7893996851362157,7.639356817785478,cauliflower_Blackrot
0.0,0.0,0.4408482134788711,0.28313535402934414,0.0,0.0,chilli_healthy
7.425734879938738,5.618792756100073,4.9462484973420615,5.376199025129729,0.401060262802154,7.7577023275268875,banana_yb_sigatoka
0.0,0.0,0.12305320789115122,0.5581807259171487,0.17400876190634243,0.22891652446112346,radish_healthy
0.6852680719983567,0.34760145004199966,0.14187551183075056,0.0,0.0,0.6248094526483333,banana_healthy
0.22530170643126943,0.0,0.0,0.0,0.0,0.0,banana_healthy
8.812234564801296,6.129302239456004,4.800883659189529,5.0268801304334145,3.162481488106147,4.539090898147042,groundnut_late_leaf_spot
8.819755094072027,2.3366759841280444,1.2590043492032266,2.940219007281203,1.484706399701163,2.91705328347378,radish_black_leaf_spot
5.351788670387562,4.624141873771342,4.987332278142976,5.123384312953853,2.8407144767325527,6.148149067402971,cauliflower_bacterial_spot_rot
0.0,6.795690103844914,7.681274527656674,2.520146113597954,1.862430997392329,5.317121925974764,banana_moko
7.368833528715219,2.7964686362919022,3.1461615867760435,6.359796556953292,2.241007806417328,4.985082377381841,groundnut_late_leaf_spot
9.523535915119812,3.5058193088478973,4.629143559660167,5.8277020935454384,2.502217470988466,6.404018737446104,banana_yb_sigatoka
0.0,0.6458578037606197,0.4756924917503852,0.0,0.0,0.0,chilli_healthy
4.744588204250298,1.5594356040486275,5.4654807678953174,0.4215716690285414,3.9458866609745233,0.523848285244028,radish_flea_beetle
7.1875071393851595,2.214130177055669,4.59584201041309,2.289869579945769,3.45676248929028,3.700908216522163,radish_flea_beetle
8.098504279552918,2.06373942223483,3.256161084189616,4.176782630837675,1.8775232880212478,6.008681237350006,chilli_leafspot
3.7903841321951868,2.077005217629419,5.612811365430569,5.126690598447469,1.254087145795179,4.400139535258805,cauliflower_bacterial_spot_rot
4.697175821610932,3.7004537037887397,5.888505456857302,4.803861388258889,2.3537968270516334,5.7651300250993405,cauliflower_bacterial_spot_rot
3.336888000835704,2.992399031441693,2.406605475713948,5.476774965013614,3.4648582345945296,5.4799793338985685,cauliflower_bacterial_spot_rot
2.609113328180856,5.1360013566863625,3.7087256928267656,2.1472746892465806,2.544336743339703,7.8505418243762914,cauliflower_Blackrot
3.8719751584710336,4.550397151351268,1.4634840825612114,5.865808288511508,1.2353311505582025,6.430341050345733,groundnut_early_leaf_spot
0.4780643028705,0.0,0.11350786847795294,0.0,0.35041454991250104,0.0,groundnut_healthy
0.48110885069974174,0.47634337745408506,0.0,0.13682299373489504,0.0,0.06651036904529811,groundnut_healthy
0.05554417565241658,0.0,0.5814512862720697,0.0,0.015474044133915092,0.0,cauliflower_healthy
7.930381886727283,2.4559624148749877,4.959112797753638,4.303890906836971,2.358170513392563,3.018152343883771,chilli_leafspot
2.040143201383984,1.8302524552700516,1.4689761543824058,3.048912083317939,4.828502369608182,2.3923170980707993,chilli_whitefly
4.08065976605433,10.0,0.7082427964092881,1.037675029923542,3.573161269211862,5.416325612621195,chilli_yellowish
4.802332402472788,2.0764597196597743,3.02705432046965,7.900534629480769,3.6652527629662917,6.224579410708108,radish_downey_mildew
2.160222067610431,3.6926009125049997,2.6550837501285507,1.6530554873998078,5.990369020688377,2.681731361459359,chilli_whitefly
0.2190118026640485,0.0,0.646994606645834,0.0,0.5275272744712757,0.0,cauliflower_healthy
7.606870968689466,3.41513240157608,1.8439149904597607,5.067181488795224,3.9961411973942718,5.709609585407247,chilli_leafspot
0.12275922166368017,0.0,0.0,0.07120243331406616,0.0,0.15508791359141907,chilli_healthy
5.555275674137675,0.671411819837058,3.561392875617681,1.8184409357209732,5.325052957369018,3.7096190901100803,banana_insectpest
2.178257033253551,7.533916356368989,3.3670323249024454,0.0,1.9648003705337618,7.131811711760573,chilli_yellowish
7.995112595454278,3.9504884168199275,3.8996945705260173,3.5821185209920703,2.401192465464204,4.652022374676032,banana_pestalotiopsis
2.177562656759315,7.9451797366023005,4.100954584312465,0.482974884809954,4.541393253042159,8.189271309067077,chilli_yellowish
3.5798097411490133,2.324773863511956,2.0089566069500404,1.5704470729379825,2.1034726562353905,7.005424553721366,groundnut_early_rust
4.929031925451284,2.1869224171972137,3.432931283656847,3.822601362632382,0.4427148852287348,4.554473071902276,banana_cordana
0.7085006793637181,3.0516023419618388,4.8732275165375505,2.9976371053711874,4.344535501415382,2.377395548613974,chilli_whitefly
3.7328908191952737,3.5423459454263386,2.3426005760220443,6.462458096004991,2.5210831270406366,4.033825940124631,radish_downey_mildew
1.3788664411565943,5.268545541966678,1.9802925247126975,2.426071928137701,9.032318911048346,6.362957472495616,banana_bract_mosaic_virus
6.23857441187927,3.7742201957770822,4.012594529382749,4.578398077453146,2.021303055407943,5.221774044594416,chilli_anthracnose
8.987586310403985,5.0498502086766734,1.711568584563043,6.54998152695053,1.1422312892102355,9.153429818070654,banana_yb_sigatoka
5.580113876776953,1.2667827778873242,2.9630013844320433,3.1903769414547347,1.485644935192529,6.077788678506528,groundnut_early_rust
6.772366742288643,2.530081777665285,2.7768259835000344,4.701707999178666,2.404686695001173,7.770164142211007,groundnut_rust
2.3599608987008227,3.7007965424424123,3.2609718169397253,1.9051732625519362,6.947646288982556,5.464968198089293,radish_mosaic
7.589402086495871,1.227060007416684,4.096642684136823,2.2286107787451517,2.260578380353225,1.2337513885920999,radish_flea_beetle
8.071009033513075,0.6232424057464034,2.173835154620628,4.903784099752096,0.4410931580894366,5.1047220065561705,radish_black_leaf_spot
6.8171203598870305,4.071463305331211,1.7902721918874864,6.101967555162993,0.6945283854688902,6.178909383381708,banana_yb_sigatoka
2.9806875558794172,5.244945420564669,8.961543007003543,2.040229642866305,0.0,4.59818660657976,banana_panama
8.54564527570013,4.9206008785442785,3.310665018855247,4.72103674638149,2.7138252480766933,6.2641457290288045,banana_yb_sigatoka
0.3819726818577331,0.0,0.0,0.0,0.0,1.1965061473833933,cauliflower_healthy
0.6455261163512168,0.9508828543507721,0.0,0.6378859103791612,0.0,0.0,chilli_healthy
2.6236054556571533,3.4219296411452564,1.8253091079634287,1.5154903334255065,3.8189890701201112,2.938786118275583,radish_flea_beetle
0.0,0.0,0.40371492514779944,0.0,0.39418240038867813,0.0,groundnut_healthy
4.429780029223807,5.979529505879406,3.1765074982056176,0.0,5.976095997026606,8.075916856998454,radish_mosaic
4.449641123237926,4.322182721918381,0.0,3.069796678766716,0.7377037550944896,5.339158941639292,groundnut_early_rust
6.394790976694779,5.7346059423423,3.6831471879240767,6.086002264656293,1.7091494502738664,8.154652694297317,banana_yb_sigatoka
9.053846678523975,4.007097414468714,3.5458525652793,5.005776276276593,3.286269037850165,4.479882034831826,chilli_leafspot
0.8114379922356048,0.348111841281424,0.7783282838272887,0.07589797443625021,0.3817562835873985,0.6123622609548778,groundnut_healthy
1.9560920307884826,7.791579997698845,9.308220165224537,2.1022847224540233,0.0,4.974506264868509,banana_moko
4.513986714259163,3.1553060121783605,4.576255783997064,4.037019391308327,1.1799427561758447,7.330409303946869,cauliflower_bacterial_spot_rot
2.3947823346855155,7.55102622746993,3.6029914407025685,1.4203132575604576,1.7411155684911204,6.041114731799334,groundnut_nutrition_deficiency
7.15510585678107,2.1357743859887472,2.9397243784920764,6.848514742024953,0.5915604286670084,7.93911415202227,groundnut_rust
0.0,7.270471098413525,1.3973681851569388,0.0,1.940464165201716,5.790748626675775,groundnut_nutrition_deficiency
2.7508008173180074,3.971410932300461,0.7149290023266652,1.5789668982918224,5.7318446576089785,7.856800592910511,banana_bract_mosaic_virus
3.988853726118621,2.368377287223485,6.176089238218507,1.5885453661309232,7.334018361573603,2.3889439648810384,banana_insectpest
7.853358856260842,1.534934976223186,0.7176463632241499,3.3463432126953796,2.6648546850077044,4.861314989832079,radish_black_leaf_spot
9.324464016467116,3.5386130547501784,2.923932177558227,6.5793481488723815,3.3002997237319946,4.599847168181873,banana_pestalotiopsis
0.04608708411960868,0.0,0.0,0.0,0.0,0.0,radish_healthy
8.599785963168571,2.6106318212544,2.566523768502752,6.146989110449345,2.1048289103123166,6.123024249269497,banana_yb_sigatoka
0.8746560003906076,8.170045889492025,5.407326116900885,2.5098753250068833,4.117763423464787,7.989591475419103,chilli_yellowish
4.902591667619851,4.509998522324095,3.1987614023799447,3.660891229839057,2.1552219004630833,7.848679933609575,groundnut_early_rust
0.45232874095492054,0.0,0.6080258626142202,0.0,0.30021653836550083,0.0,groundnut_healthy
3.647534278384392,2.6496744833126153,3.13664027247575,0.11266060044860282,5.954194193871094,5.405662861392679,radish_mosaic
